key,value,color,los,buffer,anchor,water,description
building,fire_station,#d97706,False,False,False,False,"A building constructed as fire station, i.e. to house fire fighting equipment and officers, regardless of current use. Addamenity=fire_stationon the grounds for an active fire station."
building,garage,#d97706,False,False,False,False,"Agarageis a building suitable for the storage of one or possibly more motor vehicle or similar. Seebuilding=garagesfor larger shared buildings. For an aircraft garage, seebuilding=hangar."
building,garages,#d97706,False,False,False,False,A building that consists of a number of discrete storage spaces for different owners/tenants. See alsobuilding=garage.
building,gatehouse,#d97706,False,False,False,False,"An entry control point building, spanning over a highway that enters a city or compound."
building,ger,#d97706,False,False,False,False,A permanent or seasonal round yurt or ger.
building,government,#d97706,False,False,False,False,"For government buildings in general, including municipal, provincial and divisional secretaries, government agencies and departments, town halls, (regional) parliaments and court houses."
building,greenhouse,#d97706,False,False,False,False,Agreenhouseis a glass or plastic covered building used to grow plants. Uselanduse=greenhouse_horticulturefor an area containing multiple greenhouses
building,guardhouse,#d97706,False,False,False,False,Poste de garde.
building,hangar,#d97706,False,False,False,False,"Ahangaris a building used for the storage of airplanes, helicopters or space-craft. Consider addingaeroway=hangar, when appropriate."
building,hospital,#d97706,False,False,False,False,A building errected for a hospital. Useamenity=hospitalfor the hospital grounds.
building,hotel,#d97706,False,False,False,False,A building designed with separate rooms available for overnight accommodation. Normally used in conjunction withtourism=hotelfor the hotel grounds including recreation areas and parking.
building,house,#d97706,False,False,False,False,"A dwelling unit inhabited by a single household (a family or small group sharing facilities such as a kitchen). Houses forming half of a semi-detached pair, or one of a row of terraced houses, should share at least two nodes with joined neighbours, thereby defining theparty wallbetween the properties."
building,houseboat,#d97706,False,False,False,False,A boat used primarily as a home
building,hut,#d97706,False,False,False,False,"Ahutis a small and crude shelter. Note that this word hastwo meanings- it may be synonym ofbuilding=shed, it may be a residential building of low quality."
building,industrial,#d97706,False,False,False,False,A building for industrial purposes. Use warehouse if the purpose is known to be primarily for storage/distribution. Consider usinglanduse=industrialfor the surrounding area and appropriate tags likeman_made=worksto describe the industrial activity.
building,kindergarten,#d97706,False,False,False,False,"For any generic kindergarten buildings. Buildings for specific uses (sports halls etc.) should be tagged for their purpose. If there is currently a kindergarten in the building, useamenity=kindergartenon the perimeter of the kindergarten grounds."
building,kingdom_hall,#d97706,False,False,False,False,"A building that was built as aKingdom Hall. Often used in conjunction withamenity=place_of_worship,religion=christian,denomination=jehovahs_witnessandlanduse=religiousfor the grounds where it is in current use."
building,kiosk,#d97706,False,False,False,False,A small one-room retail building.
building,livestock,#d97706,False,False,False,False,"A building for housing/rising other livestock (apart from cows, horses or pigs covered above), or when the livestock changes."
building,military,#d97706,False,False,False,False,A military building. Also usemilitary=*.
building,monastery,#d97706,False,False,False,False,"A building constructed asmonastery. Often, monasteries consist of several distinct buildings with specific functions. For active monasteries (communities), useamenity=monastery, for the grounds of a former monastery, have a look athistoric=monastery"
building,mosque,#d97706,False,False,False,False,"A building errected as mosque. Used in conjunction withamenity=place_of_worship,religion=*,denomination=*andlanduse=religiousfor the grounds where it is in current use."
building,museum,#d97706,False,False,False,False,A building which was designed as a museum.
building,office,#d97706,False,False,False,False,An office building. Useoffice=*where applicable for the business(es) that use the building. Consider tagging the surrounding area usinglanduse=commercialif it applies. Preferlanduse=retailif the building consists primarily of shops.
building,outbuilding,#d97706,False,False,False,False,A less important building near to and on the same piece of land as a larger building.
building,pagoda,#d97706,False,False,False,False,A building constructed as a pagoda.
building,parking,#d97706,False,False,False,False,Structure purpose-built for parking cars.
building,pavilion,#d97706,False,False,False,False,"A sports pavilion usually with changing rooms, storage areas and possibly an space for functions & events. Avoid using this term for other structures called pavilions by architects (seePavilion)"
building,presbytery,#d97706,False,False,False,False,A building where priests live and work.
building,public,#d97706,False,False,False,False,"A building constructed as accessible to the general public (a town hall, police station, court house, etc.)."
building,quonset_hut,#d97706,False,False,False,False,A lightweight prefabricated structure in the shape of a semicircle.
building,residential,#d97706,False,False,False,False,"A general tag for a building used primarily for residential purposes. Where additional detail is available consider using 'apartments', 'terrace', 'house', 'detached' or 'semidetached_house'."
building,retail,#d97706,False,False,False,False,"A building primarily used for selling goods that are sold to the public; useshop=*to identify the sort of goods sold or an appropriateamenity=*(pub, cafe, restaurant, etc.). Consider uselanduse=retailfor the surrounding area."
building,riding_hall,#d97706,False,False,False,False,A building that was built as a riding hall.
building,roof,#d97706,False,False,False,False,"A structure that consists of a roof with open sides, such as a rain shelter, and also gas stations"
building,ruins,#d97706,False,False,False,False,"Frequently used for a house or other building that is abandoned and in poor repair. However, some believe this usage is incorrect, and the tag should only be used for buildings constructed as fake ruins (for example sham ruins in an English landscape garden). See alsolifecycle tagging."
building,school,#d97706,False,False,False,False,"A building errected as school. Buildings for specific uses (sports halls etc.) should be tagged for their purpose. If there is currently a school, useamenity=schoolon the  perimeter of the school grounds."
building,semidetached_house,#d97706,False,False,False,False,"A residential house that shares a common wall with another on one side. Typically called a ""duplex"" in American English."
building,service,#d97706,False,False,False,False,Service building usually is a small unmanned building with certain machinery (like pumps or transformers).
building,shed,#d97706,False,False,False,False,"Ashedis a simple, single-storey structure that is used for storage, hobbies, or as a workshop."
building,ship,#d97706,False,False,False,False,A decommissioned ship/submarine which stays in one place.
building,shrine,#d97706,False,False,False,False,"A building that was built as a shrine. Used in conjunction withamenity=place_of_worship,religion=*,denomination=*andlanduse=religiousfor the grounds where it is in current use. Small structures should considerhistoric=wayside_shrine."
building,silo,#d97706,False,False,False,False,A silo is a building for storing bulk materials
building,slurry_tank,#d97706,False,False,False,False,A circular building built to hold a liquid mix of primarily animal excreta (also known as slurry).
building,sports_centre,#d97706,False,False,False,False,A building that was built as a sports centre.
building,sports_hall,#d97706,False,False,False,False,A building that was built as a sports hall.
building,stable,#d97706,False,False,False,False,A building constructed as a stable for horses.
building,stadium,#d97706,False,False,False,False,"A building constructed to be a stadium building, including buildings that are abandoned and used nowadays for a different purpose."
building,static_caravan,#d97706,False,False,False,False,A mobile home (semi)permanently left on a single site
building,stilt_house,#d97706,False,False,False,False,A building raised on piles over the surface of the soil or a body of water
building,storage_tank,#d97706,False,False,False,False,Storage tanks are containers that hold liquids
building,sty,#d97706,False,False,False,False,"Asty(pigsty, pig ark, pig-shed) is a building for raising domestic pigs, usually found on farms."
building,supermarket,#d97706,False,False,False,False,A building constructed to house a self-service large-area store.
building,synagogue,#d97706,False,False,False,False,"A building that was built as a synagogue. Used in conjunction withamenity=place_of_worship,religion=*,denomination=*andlanduse=religiousfor the grounds where it is in current use."
building,tech_cab,#d97706,False,False,False,False,"This article or section containsquestionable, contentiousorcontroversial information. See thetalk pagefor more information.Overlaps with predominatebuilding=service+building:prefabricated=yesSmall prefabricated cabin structures for the air-conditioned accommodation of different technology."
building,temple,#d97706,False,False,False,False,"A building that was built as a temple. Used in conjunction withamenity=place_of_worship,religion=*,denomination=*andlanduse=religiousfor the grounds where it is in current use."
building,tent,#d97706,False,False,False,False,For a permanently placed tent.Do not map tents placed temporarily.
building,terrace,#d97706,False,False,False,False,"A single way used to define the outline of a linear row of residential dwellings, each of which normally has its own entrance, which form a terrace (""row-house"" or ""townhouse"" in North American English). Consider defining each dwelling separately using 'house'."
building,toilets,#d97706,False,False,False,False,A toilet block.
building,tower,#d97706,False,False,False,False,A tower-building. Best combined withtower:type=*. See alsoman_made=towerfor a tag with a similar definition.
building,train_station,#d97706,False,False,False,False,"A building constructed to be a train station building, including buildings that are abandoned and used nowadays for a different purpose."
building,transformer_tower,#d97706,False,False,False,False,A transformer tower is a characteristic tall building comprising a distribution transformer and constructed to connect directly  to a medium voltage overhead power line. Quite often the power line has since been undergrounded but the building may still serve as a substation. If the building is still in use as a substation it should additionally be tagged aspower=substation+substation=minor_distribution.
building,transportation,#d97706,False,False,False,False,"A building related to public transport. You will probably want to tag it with proper transport related tag as well, such aspublic_transport=station. Note that there is a special tag for train station buildings -building=train_station."
building,tree_house,#d97706,False,False,False,False,"An accommodation, often designed as a small hut, sometimes also as a room or small apartment. Built on tree posts or on a natural tree. A tree house has no contact with the ground. Access via ladders, stairs or bridgeways."
building,triumphal_arch,#d97706,False,False,False,False,A free-standing monumental structure in the shape of an archway with one or more arched passageways.
building,trullo,#d97706,False,False,False,False,A stone hut with a conical roof.
building,university,#d97706,False,False,False,False,A university building. Useamenity=universityfor the university as an institution.
building,*,#d97706,False,False,False,False,"All commonly used valuesaccording toTaginfo, generallybuilding types"
building,warehouse,#d97706,False,False,False,False,A building primarily intended for the storage or goods or as part of a distribution system.
building,water_tower,#d97706,False,False,False,False,A water tower.
building,windmill,#d97706,False,False,False,False,"A building constructed as a traditional windmill, historically used to mill grain with wind power."
emergency,ambulance_station,#1e293b,False,False,False,False,"An ambulance station is a structure or other area set aside for storage of ambulance vehicles, medical equipment, personal protective equipment, and other medical supplies."
emergency,assembly_point,#1e293b,True,True,False,False,A designated (safe) place where people can gather or must report to during an emergency or a fire drill.
emergency,defibrillator,#1e293b,False,False,False,False,"Defibrillator (AED), an external and portable electronic device that diagnoses and can correct arrhythmia of the heart automatically."
emergency,drinking_water,#1e293b,False,False,False,False,A facility that provides drinking water in emergency situations
emergency,emergency_ward_entrance,#1e293b,False,False,False,False,The entrance to an emergency ward.
emergency,fire_alarm_box,#1e293b,False,False,False,False,A device used for notifying a fire department of a fire.
emergency,fire_extinguisher,#1e293b,False,False,False,False,"An active fire protection device used to extinguish or control small fires, often in emergency situations."
emergency,fire_hose,#1e293b,False,False,False,False,A high-pressure hose used to carry water or other fire retardant (such as foam) to a fire to extinguish it.
emergency,fire_hydrant,#1e293b,False,False,False,False,"An active fire protection measure, and a source of water provided in most urban, suburban, and rural areas with municipal water service to enable fire fighters to tap into the municipal water supply to assist in extinguishing a fire."
emergency,fire_service_inlet,#1e293b,False,False,False,False,An inlet that allows the fire brigade to pump water into a building.
emergency,landing_site,#1e293b,False,False,False,False,Preselected flat area for a helicopter to land in an emergency situation
emergency,life_ring,#1e293b,False,False,False,False,A floating ring to throw out to someone who is struggling in water.
emergency,lifeguard,#1e293b,False,False,False,False,A place where a lifeguard is on duty
emergency,phone,#1e293b,False,False,False,False,A calling device can be used to tell on your current position in case of an emergency. Use withref=NUMBER_ON_THE_SIGN
emergency,siren,#1e293b,False,False,False,False,"A loud noise maker, such as an air raid siren or a tornado siren."
emergency,suction_point,#1e293b,False,False,False,False,A preferred point to pump water off a river or other waters for a fire department.
emergency,water_tank,#1e293b,False,False,False,False,A large water basin or tank for a fire department to take water.
geological,columnar_jointing,#78350f,False,False,False,False,Several hexagonal columns of rock
geological,cone,#78350f,False,False,False,False,A landform with a distinctly conical shape
geological,dyke,#78350f,False,False,False,False,a sheet of rock that fills a fracture of a pre-existing rock body or when standing alone looking like a man made wall
geological,fault,#78350f,False,False,False,False,A geological fault is a planar fracture or discontinuity in a volume of rock.
geological,fold,#78350f,False,False,False,False,"Planar surfaces, such as sedimentary strata, that are bent or curved (""folded"")"
geological,giants_kettle,#78350f,False,False,False,False,A regular hole in a rock created by the rotation of stones in the bed of a stream.
geological,glacial_erratic,#78350f,False,False,False,False,A boulder deposited by a glacier.
geological,hoodoo,#78350f,False,False,False,False,A column of rock with a hat
geological,inselberg,#78350f,False,False,False,False,"Inselberg are isolated rock hill, knob, ridge, or small mountain"
geological,limestone_pavement,#78350f,False,False,False,False,A natural karst landform consisting of a flat surface of limestone
geological,meteor_crater,#78350f,False,False,False,False,A crater formed by the impact of a meteor.
geological,monocline,#78350f,False,False,False,False,Step-like fold in rock strata consisting of a zone of a dip comprised between ~65° and 90°
geological,moraine,#78350f,False,False,False,False,Any accumulation of unconsolidated rock debris previously carried by a glacier.
geological,outcrop,#78350f,False,False,False,False,A place where the bedrock or superficial deposits previously covered under the soil have become locally exposed
geological,palaeontological_site,#78350f,False,False,False,False,A place with fossils.
geological,pingo,#78350f,False,False,False,False,Pingos are intrapermafrost ice-cored hills
geological,rock_glacier,#78350f,False,False,False,False,Rock glaciers are mixtures of rock and ice that move slowly downhill when active
geological,sinkhole,#78350f,False,False,False,False,A depression or hole in the ground caused by some form of collapse of the surface
geological,tor,#78350f,False,False,False,False,"A large, free-standing rock outcrop that rises abruptly"
geological,unconformity,#78350f,False,False,False,False,A buried erosional surface separating two rock masses or strata of different ages
geological,volcanic_caldera_rim,#78350f,False,False,False,False,The crater (caldera) of a volcano.
geological,volcanic_lava_field,#78350f,False,False,False,False,An area with volcanic lava on the ground.
geological,volcanic_vent,#78350f,False,False,False,False,A hole through which the lava erupts.
highway,bridleway,#6b7280,False,True,False,False,"For horse riders. Pedestrians are usually also permitted, cyclists may be permitted depending on local rules/laws. Motor vehicles are forbidden."
highway,bus_stop,#6b7280,False,False,False,False,A small bus stop. Optionally one may also usepublic_transport=stop_positionfor the position where the vehicle stops andpublic_transport=platformfor the place where passengers wait.
highway,footway,#6b7280,False,True,False,False,"For designated footpaths; i.e., mainly/exclusively for pedestrians. This includes walking tracks and gravel paths. If bicycles are allowed as well, you can indicate this by adding a"
highway,hitchhiking,#6b7280,False,False,False,False,"Like a bus_stop but for free, uncertain, spontaneous rides with strangers."
highway,path,#6b7280,False,True,False,False,A non-specific path. Use
highway,track,#6b7280,False,True,False,False,Roads for mostly
highway,*,#6b7280,False,False,False,False,All commonly used valuesaccording toTaginfo
highway,bus_guideway,#6b7280,False,False,False,False,"A busway where the vehicle guided by the way (though not a railway) and is not suitable for other traffic. Please note: this is not a normal bus lane, useaccess=no,psv=yesinstead! If the buses are not guided, considerhighway=busway."
highway,busway,#6b7280,False,False,False,False,A dedicated roadway for bus rapid transit systems
highway,corridor,#6b7280,False,False,False,False,For a hallway inside of a building.
highway,crossing,#6b7280,False,False,False,False,"A.k.a. crosswalk. Pedestrians can cross a street here; e.g., zebra crossing"
highway,cyclist_waiting_aid,#6b7280,False,False,False,False,Street furniture for cyclists that are intended to make waiting at esp. traffic lights more comfortable.
highway,elevator,#6b7280,False,False,False,False,"An elevator or lift, used to travel vertically, providing passenger and freight access between pathways at different floor levels."
highway,emergency_access_point,#6b7280,False,False,False,False,Sign number which can be used to define your current position in case of an emergency. Use withref=NUMBER_ON_THE_SIGN. See alsoemergency=access_point
highway,emergency_bay,#6b7280,False,False,False,False,An area beside a highway where you can safely stop your car in case of breakdown or emergency.
highway,escape,#6b7280,False,False,False,False,"For runaway truck ramps, runaway truck lanes, emergency escape ramps, or truck arrester beds. It enables vehicles with braking failure to safely stop."
highway,give_way,#6b7280,False,False,False,False,"A ""give way,"" or ""Yield"" sign"
highway,ladder,#6b7280,False,False,False,False,A vertical or inclined set of steps or rungs intended for climbing or descending of a person with the help of hands.
highway,living_street,#6b7280,False,False,False,False,"Forliving streets, which are residential streets where pedestrians have legal priority over cars, speeds are kept very low."
highway,milestone,#6b7280,False,False,False,False,Highway location marker
highway,mini_roundabout,#6b7280,False,False,False,False,"Similar to roundabouts, but at the center there is either a painted circle or a fullytraversableisland. In case of an untraversable center island,junction=roundaboutshould be used.Rendered as anti-clockwise by defaultdirection=anticlockwise. To render clockwise add the tagdirection=clockwise."
highway,motorway_junction,#6b7280,False,False,False,False,"Indicates a junction (UK) or exit (US).ref=*should be set to the exit number or junction identifier. (Some roads – e.g., the A14 – also carry junction numbers, so the tag may be encountered elsewhere despite its name)"
highway,motorway_link,#6b7280,False,False,False,False,The link roads (sliproads/ramps) leading to/from a motorway from/to a motorway or lower class highway. Normally with the same motorway restrictions.
highway,passing_place,#6b7280,False,False,False,False,The location of a passing space
highway,pedestrian,#6b7280,False,False,False,False,For roads used mainly/exclusively for pedestrians in shopping and some residential areas which may allow access by motorised vehicles only for very limited periods of the day. To create a 'square' or 'plaza' create a closed way and tag as pedestrian and also witharea=yes.
highway,platform,#6b7280,False,False,False,False,A platform at a bus stop or station.
highway,primary_link,#6b7280,False,False,False,False,The link roads (sliproads/ramps) leading to/from a primary road from/to a primary road or lower class highway.
highway,raceway,#6b7280,False,False,False,False,A course or track for (motor) racing
highway,rest_area,#6b7280,False,False,False,False,"Place where drivers can leave the road to rest, but not refuel."
highway,road,#6b7280,False,False,False,False,"A road/way/street/motorway/etc. ofunknowntype. It can stand for anything ranging from a footpath to a motorway. This tag should only be used temporarily until the road/way/etc. has been properly surveyed. If youdoknow the road type, donotuse this value, instead use one of the more specifichighway=*values."
highway,secondary_link,#6b7280,False,False,False,False,The link roads (sliproads/ramps) leading to/from a secondary road from/to a secondary road or lower class highway.
highway,service,#6b7280,False,False,False,False,"For access roads to, or within an industrial estate, camp site, business park, car park, alleys, etc. Can be used in conjunction withservice=*to indicate the type of usage and withaccess=*to indicate who can use it and in what circumstances."
highway,services,#6b7280,False,False,False,False,"A service station to get food and eat something, often found at motorways"
highway,speed_camera,#6b7280,False,False,False,False,A fixed road-side or overhead speed camera.
highway,speed_display,#6b7280,False,False,False,False,A dynamic electronic sign that displays the speed of the passer-by motorist.
highway,steps,#6b7280,False,False,False,False,For flights of steps (stairs) on footways. Use withstep_count=*to indicate the number of steps
highway,stop,#6b7280,False,False,False,False,A stop sign
highway,street_lamp,#6b7280,False,False,False,False,"A street light, lamppost, street lamp, light standard, or lamp standard is a raised source of light on the edge of a road, which is turned on or lit at a certain time every night"
highway,tertiary_link,#6b7280,False,False,False,False,The link roads (sliproads/ramps) leading to/from a tertiary road from/to a tertiary road or lower class highway.
highway,toll_gantry,#6b7280,False,False,False,False,"A toll gantry is a gantry suspended over a way, usually a motorway, as part of a system of electronic toll collection. For a toll booth with any kind of barrier or booth see:barrier=toll_booth"
highway,traffic_mirror,#6b7280,False,False,False,False,Mirror that reflects the traffic on one road when direct view is blocked.
highway,traffic_signals,#6b7280,False,False,False,False,Lights that control the traffic
highway,trailhead,#6b7280,False,False,False,False,Designated place to start on a trail or route
highway,trunk_link,#6b7280,False,False,False,False,The link roads (sliproads/ramps) leading to/from a trunk road from/to a trunk road or lower class highway.
highway,turning_circle,#6b7280,False,False,False,False,"A turning circle is a rounded, widened area usually, but not necessarily, at the end of a road to facilitate easier turning of a vehicle. Also known as acul de sac."
highway,turning_loop,#6b7280,False,False,False,False,"A widened area of a highway with a non-traversable island for turning around, often circular and at the end of a road."
highway,via_ferrata,#6b7280,False,False,False,False,"A via ferrata is a route equipped with fixed cables, stemples, ladders, and bridges in order to increase ease and security for climbers. These via ferrata require equipment : climbing harness, shock absorber and two short lengths of rope, but do not require a long rope as for climbing."
historic,aircraft,#d97706,False,False,False,False,A decommissioned aircraft which generally remains in one place.
historic,anchor,#d97706,False,False,False,False,A historic/retired anchor. Usually found in historic maritime areas.
historic,aqueduct,#d97706,False,False,False,False,A historic structure to convey water
historic,archaeological_site,#d97706,False,False,False,False,A place in which evidence of past activity is preserved.
historic,battlefield,#d97706,False,False,False,False,The site of a battle or military skirmish in the past.
historic,bomb_crater,#d97706,True,True,False,False,A bomb crater
historic,boundary_stone,#d97706,False,False,False,False,A historic physical marker that identifies a historic boundary
historic,building,#d97706,False,False,False,False,Unspecified historic building.
historic,bullaun_stone,#d97706,False,False,False,False,A stone with one or more depressions
historic,cannon,#d97706,False,False,False,False,A historic/retired cannon. Usually found on forts or battlefields.
historic,caravanserai,#d97706,False,False,False,False,Inn that provided lodging for caravans
historic,castle,#d97706,False,False,False,False,"Used for various kinds of castles, palaces, fortresses, manors, stately homes, kremlins, shiros and other."
historic,castle_wall,#d97706,False,False,False,False,A fortification surrounding the bailey of a castle.
historic,cattle_crush,#d97706,False,False,False,False,A cattle crush is a strongly built stall for holding cattle.
historic,charcoal_pile,#d97706,False,False,False,False,Historic site of a charcoal pile. Often still in good condition in hilly forest areas.
historic,church,#d97706,False,False,False,False,A church with a historical value.
historic,city_gate,#d97706,False,False,False,False,A city gate within a city wall.
historic,citywalls,#d97706,False,False,False,False,A citywall is a fortification used to defend a city.
historic,creamery,#d97706,False,False,False,False,"A creamery is an industrial building where butter and sometimes cheese or ice-cream were made from milk. For rural communities, it also served as a social gathering point."
historic,district,#d97706,False,False,False,False,A designated historic district.
historic,epigraph,#d97706,False,False,False,False,A historic inscription on an object
historic,farm,#d97706,False,False,False,False,"A historical farm, kept in its original state."
historic,fort,#d97706,False,False,False,False,"A military fort, a stand-alone defensive structure which differs from a castle in that there is no permanent residence."
historic,gallows,#d97706,False,False,False,False,Remains of a gallows.
historic,high_cross,#d97706,False,False,False,False,"An early medieaval standing cross, richly decorated, often with a ring surrounding the crossing point."
historic,highwater_mark,#d97706,False,False,False,False,A marker indicating a past flood or high water.
historic,house,#d97706,False,False,False,False,A historic house.
historic,lavoir,#d97706,False,False,False,False,A disused lavoir mapped for its historical value.
historic,lime_kiln,#d97706,False,False,False,False,Built structure which was used in the past to produce quicklime from limestone.
historic,locomotive,#d97706,False,False,False,False,A decommissioned locomotive which generally remains in one place
historic,machine,#d97706,False,False,False,False,A historic machine.
historic,manor,#d97706,False,False,False,False,Historic manors/mansions having different use today
historic,memorial,#d97706,False,False,False,False,"Small memorials, usually remembering special persons, people who lost their lives in the wars, past events or missing places."
historic,milestone,#d97706,False,False,False,False,A historic marker that shows the distance to important destinations.
historic,millstone,#d97706,False,False,False,False,A large round stone used for grinding grain or other materials.
historic,mine,#d97706,False,False,False,False,Location of historic underground mine workings for minerals such as coal or lead.
historic,minecart,#d97706,False,False,False,False,A cart used to transport coal or ore from a mine.
historic,monastery,#d97706,False,False,False,False,Building/place that is a historically significant monastery.
historic,monument,#d97706,False,False,False,False,"A memorial object, which is especially large, built to remember, show respect to a person or group of people or to commemorate an event."
historic,mosque,#d97706,False,False,False,False,A mosque with a historical and archaeological value.
historic,ogham_stone,#d97706,False,False,False,False,"A stone with an Ogham script on it. They are most commonly found in Ireland as free standing stones, lying on the ground, recycled in buildings such as churches or as artefacts in museums."
historic,optical_telegraph,#d97706,False,False,False,False,Semaphore system
historic,pillory,#d97706,False,False,False,False,A pillory.
historic,pound,#d97706,False,False,False,False,"A former amenity to hold stray or seized animals, often walled."
historic,railway_car,#d97706,False,False,False,False,A decommissioned railway car which generally remains in one place
historic,road,#d97706,False,False,False,False,A road or street that is of historical importance.
historic,round_tower,#d97706,False,False,False,False,"Slim, conical tower built as a bell tower and watchtower in Ireland."
historic,ruins,#d97706,False,False,False,False,"Remains of structures that were once complete, but have fallen into partial or complete disrepair."
historic,rune_stone,#d97706,False,False,False,False,"Stones, boulders or bedrock with historical runic inscriptions."
historic,shieling,#d97706,False,False,False,False,An abandoned mountain pasture
historic,ship,#d97706,False,False,False,False,A decommissioned ship/submarine which generally remains in one place
historic,stećak,#d97706,False,False,False,False,Specifies megalithic gravestone from medieval Bosnia.
historic,stone,#d97706,False,False,False,False,A stone shaped or placed by man with historical value.
historic,tank,#d97706,False,False,False,False,A decommissioned tank which generally remains in one place
historic,temple,#d97706,False,False,False,False,"An ancient pagan temple in_situ and in various degree of preservation, such as Ziggurat, Egyptian temple, Mithraeum, Erechtheion, Buddhist, Meso-American and other ancient religious and rituals' temples, with a historical and archaeological value."
historic,tomb,#d97706,False,False,False,False,A structure where somebody has been buried.
historic,tower,#d97706,False,False,False,False,This property distinguishes a tower as historic
historic,vehicle,#d97706,False,False,False,False,A decommissioned vehicle which generally remains in one place
historic,warehouse,#d97706,False,False,False,False,"A historic warehouse, a building to store bulk produce or goods for commercial purposes."
historic,wayside_cross,#d97706,False,False,False,False,"A historical cross along a way, symbol of Christian faith."
historic,wayside_shrine,#d97706,False,False,False,False,A shrine often showing a religious depiction. Tag is used also for modern shrines.
historic,wreck,#d97706,False,False,False,False,A nautical craft that has been sunk or destroyed.
historic,yes,#d97706,False,False,False,False,Used to add the historic significance of the objects described by other tags.
landuse,aquaculture,#854d0e,False,False,False,False,"Aquacultureis the farming of freshwater and saltwater organisms such as finfish, molluscs, crustaceans and aquatic plants.Warning: currently, there is no convention on the exact meaning of this tag. Therefore, it makes sense to treat it like ""boundary of aquaculture"" (without implication of water bo"
landuse,basin,#854d0e,False,False,False,False,An area artificially graded to hold water.Together withbasin=*for stormwater/rainwater infiltration/detention/retention basins.Other languages.
landuse,brownfield,#854d0e,False,False,False,False,Describes land scheduled for new development where old buildings have been demolished and cleared
landuse,commercial,#854d0e,False,False,False,False,"Predominantly commercial businesses and their offices. Commercial businesses which sell goods should be categorised aslanduse=retail. Commercial businesses can sell services on site and may include private Doctor's Surgeries, and those non-government services for mental and physical health, such as "
landuse,education,#854d0e,True,True,False,False,An area predominately used for educational purposes/facilities.
landuse,farmland,#854d0e,True,True,False,False,"An area of farmland used for tillage (cereals, vegetables, oil plants, flowers)."
landuse,forest,#18653a,True,True,False,False,Managed forest or woodland plantation (
landuse,grass,#67a86b,True,True,False,False,"An area of mown and managed grass not otherwise covered by a more specific tag. Some view this as not a landuse, see the main page"
landuse,greenery,#18653a,True,True,False,False,"Used for any area covered with landscaping or decorative greenery, regardless of it being on a roundabout, along a street or in a park/garden, This tag has been used for vegetation that is hard to classify, either because its kind or because its diversity."
landuse,greenfield,#854d0e,True,True,False,False,Describes land scheduled for new development where there have been no buildings before. A greenfield is scheduled to turn into a construction site
landuse,logging,#854d0e,True,True,False,False,An area where some or all trees have been cut down
landuse,meadow,#bbcb96,True,True,False,False,"A meadow or pasture: land primarily vegetated by grass and non-woody plants, mainly used for hay or grazing"
landuse,orchard,#b49950,True,True,False,False,intentional planting of trees or shrubs maintained for food production
landuse,railway,#854d0e,False,False,False,False,Ground used around railways and railwaystations.
landuse,recreation_ground,#a1cb5f,True,True,False,False,"An open green space for general recreation, which may include pitches, nets and so on, usually municipal but possibly also private to colleges or companies"
landuse,village_green,#a1cb5f,True,True,False,False,A village green is a distinctive area of grassy public land in a village centre. Not a generic tag for urban greenery. It is a typical English term – defined separately from 'common land' under the Commons Registration Act 1965 and the Commons Act 2006.
landuse,winter_sports,#e5effb,True,True,False,False,An area dedicated to winter sports (e.g. skiing)
landuse,allotments,#854d0e,False,False,False,False,A piece of land given over to local residents for growing vegetables and flowers.
landuse,animal_keeping,#854d0e,False,False,False,False,"An area of land that is used to keep animals, particularly horses and livestock."
landuse,cemetery,#854d0e,False,False,False,False,Place for burials. You can addreligion=*(values listed in theplace of worship page). Smaller places (e.g. with a church nearby) may useamenity=grave_yardinstead.
landuse,conservation,#854d0e,False,False,False,False,"Protected areas (deprecated) Alternate tagging of same thing:boundary=protected_area,protected_area=*"
landuse,construction,#854d0e,False,False,False,False,"A site which is under active development and construction of a building or structure, including any purposeful alteration to the land or vegetation upon it. Abandoned construction projects and sites should not use this tag."
landuse,depot,#854d0e,False,False,False,False,"An area used as a depot for e.g. vehicles (trains, buses or trams). Consider using rather standard landuse tags likelanduse=railway,landuse=commercial,landuse=industrial, with subtag likeindustrial=depot."
landuse,fairground,#854d0e,False,False,False,False,A site where afairtakes place
landuse,farmyard,#854d0e,False,False,False,False,"An area of land with farm buildings like farmhouse, dwellings, farmsteads, sheds, stables, barns, equipment sheds, feed bunkers, etc. plus the open space in between them and the shrubbery/trees around them."
landuse,flowerbed,#854d0e,False,False,False,False,An area designated for flowers
landuse,garages,#854d0e,False,False,False,False,"One level buildings with boxes commonly for cars, usually made of brick and metal. Usually this area belong to garage cooperative with own name, chairman, budget, rules, security, etc."
landuse,greenhouse_horticulture,#854d0e,False,False,False,False,Area used for growing plants in greenhouses
landuse,highway,#854d0e,False,False,False,False,"Area of land used for a highway, including all auxiliary areas like associated footways, verges and ditches."
landuse,industrial,#854d0e,False,False,False,False,"Predominantly industrial landuses such as workshops, factories, or warehouses."
landuse,institutional,#854d0e,False,False,False,False,"Land used for institutional purposes, seeInstitution (disambiguation). Institutional land may contain one or more buildings like anoffice=government,office=ngo,office=association,amenity=social_facilityand their associated infrastructure (car parks, service roads, yards and so-on) inside the area.The meaning of this tag is ambiguous and unclear by some. Consider using another tag that better describes the object. For instancelanduse=civic_admin."
landuse,landfill,#854d0e,False,False,False,False,Place where waste is dumped.
