key,value,color,los,buffer,anchor,water,description
landuse,military,#854d0e,False,False,False,False,For land areas owned/used by the military for whatever purpose
landuse,plant_nursery,#854d0e,False,False,False,False,intentional planting of plants maintaining for the production of new plants
landuse,port,#854d0e,False,False,False,False,coastal industrial area where commercial traffic is handled. Consider usinglanduse=industrial+industrial=portfor this type of industrial area.
landuse,quarry,#854d0e,False,False,False,False,Surface mineral extraction
landuse,religious,#854d0e,False,False,False,False,An area used for religious purposes
landuse,reservoir,#854d0e,False,False,False,False,Areservoiron Wikipedia. Deprecated variant ofnatural=water+water=reservoir. SeeProposed features/Reservoirfor details.
landuse,residential,#854d0e,False,False,False,False,"Land where people reside; predominantly residential detached (single houses, grouped dwellings), or attached (apartments, flats, units) dwellings. For ""Mixed-Use"" areas where more than half of the land is residential, tag as residential.See also:Land use and areas of natural land § Open questions"
landuse,retail,#854d0e,False,False,False,False,"Predominantly retail businesses such as shops. Retail businesses sell physical goods such as food (prepared or grocery), clothing, medicine, stationary, appliances, tools, or other similar physical items. Retail businesses have high amounts of public foot traffic. Retail businesses do not exclusively provide or sell their services. For businesses which sell services seelanduse=commercial.Generally a member of the public could freely walk into and access a retail business. Retail is a subset of commercial, but should be used and treated as mutually exclusive in OpenStreetMap."
landuse,salt_pond,#854d0e,False,False,False,False,A place where salt (saline) water is evaporated to extract its salt.
landuse,*,#854d0e,True,True,False,False,All commonly used valuesaccording toTaginfo
landuse,vineyard,#854d0e,False,False,False,False,A piece of land where grapes are grown.
leisure,adult_gaming_centre,#4d7c0f,False,False,False,False,"A venue with gambling machines, usually with a minimum age requirement."
leisure,firepit,#4d7c0f,False,True,False,False,"A fire ring or fire pit, often at a campsite or picnic site."
leisure,garden,#4d7c0f,True,True,False,False,A place where flowers and other plants are grown in a decorative and structured manner or for scientific purposes.
leisure,nature_reserve,#4d7c0f,True,True,False,False,"A protected area of importance for wildlife, flora, fauna or features of geological or other special interest."
leisure,park,#a1cb5f,True,True,False,False,"A park, usually in an urban (municipal) setting, created for recreation and relaxation."
leisure,summer_camp,#4d7c0f,True,True,False,False,A place for supervised camps for children or teenagers conducted during the summer months.
leisure,amusement_arcade,#4d7c0f,False,False,False,False,A venue with pay-to-play games.
leisure,bandstand,#4d7c0f,False,False,False,False,A bandstand is an open structure where musical bands can perform concerts.
leisure,beach_resort,#4d7c0f,False,False,False,False,"A managed beach, including within the boundary any associated facilities. Entry may also require payment of a fee."
leisure,bird_hide,#4d7c0f,False,False,False,False,"A place that is used to observe wildlife, especially birds."
leisure,common,#4d7c0f,False,False,False,False,Identify land over which the public has general rights of use for certain leisure activities.
leisure,dance,#4d7c0f,False,False,False,False,A dance venue or dance hall.
leisure,disc_golf_course,#4d7c0f,False,False,False,False,A place to play disc golf.
leisure,dog_park,#4d7c0f,False,False,False,False,"A designated area, with or without a fenced boundary, where dog-owners are permitted to exercise their pets unrestrained."
leisure,escape_game,#4d7c0f,False,False,False,False,"A physical adventure game in which players solve a series of puzzles using clues, hints and strategy to complete the objectives at hand."
leisure,fishing,#4d7c0f,False,False,False,False,A public or private place for fishing.
leisure,fitness_centre,#4d7c0f,False,False,False,False,"Fitness centre, health club or gym with exercise machines, fitness classes or both, for exercise."
leisure,fitness_station,#4d7c0f,False,False,False,False,An outdoor facility where people can practise typical fitness exercises.
leisure,hackerspace,#4d7c0f,False,False,False,False,"A place where people with common interests (science, technology, ...) meet."
leisure,horse_riding,#4d7c0f,False,False,False,False,"A facility where people practise horse riding, usually in their spare time, e.g. a riding centre. For a riding arena useleisure=pitch+sport=equestrian."
leisure,ice_rink,#4d7c0f,False,False,False,False,A place where you can skate and play bandy or ice hockey.
leisure,marina,#4d7c0f,False,False,False,False,A facility for mooring leisure yachts and motor boats.
leisure,miniature_golf,#4d7c0f,False,False,False,False,A place or area where you can play miniature golf.
leisure,paddling_pool[en],#4d7c0f,False,False,False,False,"A paddling pool is a shallow pool, typically less than 30cm (1 ft.) deep, for children to play in."
leisure,picnic_table,#4d7c0f,False,False,False,False,A table with benches for food and rest.
leisure,pitch,#4d7c0f,False,False,False,False,"An area designed for practising a particular sport, normally designated with appropriate markings."
leisure,playground,#4d7c0f,False,False,False,False,A playground: an area designed for children to play.
leisure,slipway,#4d7c0f,False,False,False,False,A slipway: a ramp for launching a boat into water.
leisure,sports_centre,#4d7c0f,False,False,False,False,A sports centre is a distinct facility where sports take place within an enclosed area.
leisure,stadium,#4d7c0f,False,False,False,False,A major sports facility with substantial tiered seating.
leisure,swimming_area,#4d7c0f,False,False,False,False,"An area for swimming within a larger body of water (such as a river, lake or the sea) that is marked by a rope, buoys or similar."
leisure,swimming_pool,#4d7c0f,False,False,False,False,A swimming pool (water area only).
leisure,track,#4d7c0f,False,False,False,False,"A track for running, cycling and other non-motorised racing such as horses, greyhounds."
leisure,water_park,#4d7c0f,False,False,False,False,"An amusement park with features like water slides, recreational pools (e.g. wave pools) or lazy rivers."
man_made,adit,#1e293b,False,False,False,False,A type of entrance to an underground mine which is horizontal or nearly horizontal.
man_made,beacon,#1e293b,False,False,False,False,A structure for signalling on land and sea
man_made,breakwater,#1e293b,False,False,False,False,A man-made structure designed to protect a shore or harbour from the sea and waves.
man_made,bridge,#1e293b,False,False,False,False,"The outline of a bridge, grouping together all features for that bridge."
man_made,bunker_silo,#1e293b,False,False,False,False,An open-sided structure without a roof that can be used with vehicles to fill and empty them
man_made,carpet_hanger,#1e293b,False,False,False,False,A construction to hang carpets for cleaning with the help of carpet beaters.
man_made,chimney,#1e293b,False,False,False,False,"A tall distinctive vertical conduit for venting hot gases or smoke, normally found near power stations or large factories."
man_made,clearcut,#1e293b,False,False,False,False,A clear-cut area where most of the trees have been felled.
man_made,column,#1e293b,False,False,False,False,A column used to support a structure or for decoration.
man_made,communications_tower,#1e293b,False,False,False,False,A huge tower for transmitting radio applications
man_made,crane,#1e293b,False,False,False,False,"A stationary, permanent crane."
man_made,cross,#1e293b,False,False,False,False,"Cross, especially one with little historical value"
man_made,cutline,#1e293b,False,False,False,False,A straight line cut in a forest.
man_made,dovecote,#1e293b,False,False,False,False,A place where doves are farmed or stored.
man_made,dyke,#1e293b,False,False,False,False,An embankment built to restrict the flow of water or other liquids
man_made,embankment,#1e293b,False,False,False,False,An artificial steep slope. Lower side to right (arrows side).
man_made,flagpole,#1e293b,False,False,False,False,A long pole built to hold a flag
man_made,gasometer,#1e293b,False,False,False,False,A large container in which natural gas or town gas is stored near atmospheric pressure at ambient temperatures
man_made,goods_conveyor,#1e293b,False,False,False,False,A conveyor system for transporting materials
man_made,groyne,#1e293b,False,False,False,False,A rigid structure built from a shoreline or riverbank that interrupts water flow and limits the movement of sediment.
man_made,guard_stone,#1e293b,False,False,False,False,"A guard stone: a stone built onto or into the corner of a building or wall to prevent carriages from damaging the structure, often found on either side of an entrance to a laneway, or alongside a wall to protect it."
man_made,kiln,#1e293b,False,False,False,False,"A thermally insulated chamber used for processes such as burning, hardening, drying, or smelting."
man_made,lighthouse,#1e293b,False,False,False,False,Tower that emits light to serve as a navigational aid at sea or on inland waterway
man_made,mast,#1e293b,False,False,False,False,"A mast is a vertical structure built to hold, for example, antennas."
man_made,mineshaft,#1e293b,False,False,False,False,A vertical tunnel into a mine where minerals are extracted.
man_made,monitoring_station,#1e293b,False,False,False,False,A station that monitors something.
man_made,obelisk,#1e293b,False,False,False,False,"Tall, narrow, four-sided, tapered monument which usually ends in a pyramid-like shape at the top."
man_made,observatory,#1e293b,False,False,False,False,Observatory: a location used for observing terrestrial or celestial events.
man_made,offshore_platform,#1e293b,False,False,False,False,"Offshore platform, oil platform or offshore drilling rig"
man_made,petroleum_well,#1e293b,False,False,False,False,"A hole bored in the earth, designed to bring petroleum oil or gas to the surface"
man_made,pier,#1e293b,False,False,False,False,Raised walkway over water supported by pillars or floating and secured.
man_made,pipeline,#1e293b,False,False,False,False,"A major pipeline carrying gas, water, oil, etc."
man_made,pump,#1e293b,False,False,False,False,A device in charge of moving or raising the level of liquids.
man_made,pumping_station,#1e293b,False,False,False,False,Pumping station: a facility including pumps and equipment for pumping fluids from one place to another
man_made,reservoir_covered,#1e293b,False,False,False,False,A covered reservoir is a large man-made tank for holding fresh water
man_made,sewer_vent,#1e293b,False,False,False,False,A sewer ventilation shaft
man_made,silo,#1e293b,False,False,False,False,"A storage container for bulk material, often grains such as corn or wheat."
man_made,snow_fence,#1e293b,False,False,False,False,A fence-like structure built to redirect drifting snow.
man_made,snow_net,#1e293b,False,False,False,False,A netting fence built across steep slopes to reduce risk and severity of (snow) avalanches
man_made,storage_tank,#1e293b,False,False,False,False,A container that holds liquids or compressed gases.
man_made,street_cabinet,#1e293b,False,False,False,False,A cabinet located in the street and hosting technical equipment to operate facilities such as electricity or street lights.
man_made,stupa,#1e293b,False,False,False,False,A Buddhist dome-shaped structure with a spire on top.
man_made,surveillance,#1e293b,False,False,False,False,A surveillance camera or other type of surveillance equipment.
man_made,survey_point,#1e293b,False,False,False,False,"A triangulation pillar, geodetic vertex, or other piece of fixed equipment used by topographers."
man_made,tailings_pond,#1e293b,False,False,False,False,A body of liquid or slurry used to store byproducts of mining operations.
man_made,telescope,#1e293b,False,False,False,False,Telescope: an instrument that aids in the observation of remote objects by collecting light or radio waves
man_made,tower,#1e293b,False,False,False,False,A tower is a free-standing structure which is higher than it is wide.
man_made,video_wall,#1e293b,False,False,False,False,"A digital screen, typically constructed out of smaller LED panels."
man_made,wastewater_plant,#1e293b,False,False,False,False,A wastewater plant is a facility used to treat wastewater.
man_made,water_tap,#1e293b,False,False,False,False,Publicly usable water tap
man_made,water_tower,#1e293b,False,False,False,False,Structure with a water tank at an altitude to increase pressure in water network
man_made,water_well,#1e293b,False,False,False,False,"A structural facility to access ground water, created by digging or drilling."
man_made,water_works,#1e293b,False,False,False,False,A facility where water is treated to make it suitable for human consumption.
man_made,watermill,#1e293b,False,False,False,False,A mill driven by water power.
man_made,wildlife_crossing,#1e293b,False,False,False,False,Structure that allow animals to cross human barriers safely.
man_made,windmill,#1e293b,False,False,False,False,"A traditional windmill, historically used to mill grain with wind power."
man_made,works,#1e293b,False,False,False,False,A factory or industrial production plant.
man_made,yes,#1e293b,False,False,False,False,Use tag:anthropogenic=yes or key:man_made instead.
military,academy,#dc2626,False,False,False,False,A training establishment for military service members
military,airfield,#dc2626,False,False,False,False,A place where military planes take off and land.
military,barracks,#dc2626,False,False,False,False,Buildings where military personnel live and sleep.
military,base,#dc2626,False,False,False,False,A facility where military personnel and equipment are based.
military,bunker,#dc2626,False,False,False,False,"A military installation capable of withstanding an attack, which is currently used as a bunker."
military,checkpoint,#dc2626,False,False,False,False,Place where civilian visitors and vehicles will be checked by a military authority.
military,danger_area,#dc2626,False,False,False,False,A danger area is a restricted area posing a threat to life or property.
military,military,#dc2626,False,False,False,False,A military building. Also usemilitary=*.
military,nuclear_explosion_site,#dc2626,False,False,False,False,Nuclear weapons test site
military,obstacle_course,#dc2626,False,False,False,False,A military obstacle course: a series of challenging physical obstructions an individual or team must navigate usually while being timed.
military,office,#dc2626,False,False,False,False,"Military offices, e.g. general staff office, military recruitment office etc"
military,range,#dc2626,False,False,False,False,"Where military personnel practice with their weapons (firing, bombing, artillery, ...)."
military,school,#dc2626,False,False,False,False,A school for children run as part of a country's military
military,training_area,#dc2626,False,False,False,False,A military training area/proving ground
military,trench,#dc2626,False,False,False,False,"A military trench is an excavation in the ground that is generally deeper than it is wide, dug into the ground as a barrier for military purposes (e.g. trench warfare)."
natural,arch,#b2ada3,False,False,False,False,"A rock arch naturally formed by erosion, with an opening underneath."
natural,arete,#b2ada3,False,False,False,False,"A thin, almost knife-like, ridge of rock which is typically formed when two glaciers erode parallel U-shaped valleys"
natural,bare_rock,#b2ada3,False,False,False,False,"An area with sparse or no vegetation, so that the bedrock becomes visible"
natural,bay,#b7d6eb,True,True,False,True,Named area of water mostly surrounded by land but with level connection to the ocean or a lake.
natural,beach,#b7d6eb,True,True,False,True,"Landform along a body of water which consists of sand, shingle or other loose material."
natural,blockfield,#b2ada3,False,False,False,False,An area covered by boulder- or block-sized rocks.
natural,blowhole,#b7d6eb,False,False,False,True,An opening to a sea cave which has grown landwards resulting in blasts of water from the opening due to the wave action.
natural,cape,#b7d6eb,True,True,False,True,A piece of elevated land sticking out into the sea or large lake.
natural,cave_entrance,#b2ada3,False,False,False,False,An entrance to a cave: a natural underground space large enough for a human to enter
natural,cliff,#d2b986,True,True,False,False,"A vertical or almost vertical natural drop in terrain, usually with a bare rock surface. The bottom of the cliff is on the right side of the way."
natural,coastline,#b7d6eb,True,True,False,True,The line between sea and land indicating mean high water (springs): the water lies on the right side of the way.
natural,crevasse,#e5effb,True,True,False,True,A large crack in a glacier
natural,dune,#d2b986,True,True,False,False,"A hill of sand formed by wind, covered with no or very little vegetation"
natural,earth_bank,#d2b986,False,False,False,False,Large erosion gully or steep earth bank.
natural,fell,#67a86b,True,True,False,False,"Habitat above tree line covered with grass, dwarf shrubs and mosses."
natural,fumarole,#d2b986,False,False,False,False,"A fumarole is an opening in a planet's crust, which emits steam and gases"
natural,geyser,#b7d6eb,False,False,False,True,A spring characterized by intermittent discharge of water ejected turbulently and accompanied by steam
natural,glacier,#e5effb,True,True,False,True,A permanent body of ice formed naturally from snow that is moving under its own weight.
natural,grassland,#67a86b,True,True,False,False,An area where the vegetation is dominated by grasses and other herbaceous (non-woody) plants.
natural,heath,#67a86b,True,True,False,False,"A dwarf-shrub habitat, characterised by open, low growing woody vegetation, often dominated by plants of the Ericaceae."
natural,hill,#d2b986,True,True,False,False,"A hill is a landform that is elevated above the surrounding terrain, but is smaller than a mountain."
natural,hot_spring,#b7d6eb,True,True,False,True,A spring of geothermally heated groundwater
natural,isthmus,#b7d6eb,True,True,False,True,"A narrow strip of land, bordered by water on both sides and connecting two larger land masses"
natural,moor,#d2b986,False,False,False,False,"Don't use, see wikipage"
natural,mud,#b7d6eb,True,True,False,True,Area covered with mud: water saturated fine grained soil without significant plant growth.
natural,peak,#d2b986,False,False,False,False,The top (summit) of a hill or mountain.
natural,peninsula,#b7d6eb,True,True,False,True,"A piece of land projecting into water from a larger land mass, nearly surrounded by water"
natural,reef,#b7d6eb,True,True,False,True,"A feature (rock, sandbar, coral, etc) lying permanently beneath the surface of the water."
natural,ridge,#d2b986,True,True,False,False,A mountain landform with a continuous elevated crest or linear hill
natural,rock,#b2ada3,False,False,False,False,A notable rock or group of rocks attached to the underlying bedrock
natural,saddle,#d2b986,True,True,False,False,The lowest point along a ridge or between two mountain tops.
natural,sand,#d2b986,True,True,False,False,An area covered by sand with no or very little vegetation.
natural,scree,#b2ada3,False,False,False,False,Unconsolidated angular stones formed by rockfall and weathering from adjacent rock faces.
natural,scrub,#67a86b,True,True,False,False,"Uncultivated land covered with shrubs, bushes or stunted trees."
natural,shingle,#b7d6eb,True,True,False,True,An accumulation of rounded rock fragments on a beach or riverbed.
natural,shoal,#b7d6eb,True,True,False,True,An area of the water floor which nears the water surface and is exposed at low tide or when a river/lake is not full of water.
natural,shrubbery,#18653a,False,False,False,False,An area of woody shrubbery that is actively maintained or pruned by humans. A slightly wilder look is also possible.
natural,sinkhole,#d2b986,True,True,False,False,A natural depression or hole in the surface topography.
natural,spring,#b7d6eb,True,True,False,True,A place where ground water flows naturally from the ground
natural,stone,#b2ada3,False,False,False,False,"A single notable freestanding rock, which may differ from the composition of the terrain it lies in."
natural,strait,#b7d6eb,True,True,False,True,A narrow area of water surrounded by land on two sides and by water on two other sides.
natural,tree,#18653a,False,False,True,False,A single tree.
natural,tree_row,#18653a,False,False,False,False,A line of trees.
natural,tundra,#67a86b,True,True,False,False,"Treeless cold climate habitat with open, low growing sedges, grasses, mosses and lichens."
natural,valley,#d2b986,True,True,False,False,A natural depression flanked by ridges or ranges of mountains or hills
natural,volcano,#d2b986,False,False,False,False,An opening exposed on the earth's surface where volcanic material is emitted.
natural,water,#6ba3bd,True,True,False,True,"Any inland body of water, from natural such as a lake or pond to artificial like a moat or canal."
natural,wetland,#b7d6eb,True,True,False,True,A natural area subject to inundation or with waterlogged ground
natural,wood,#18653a,True,True,False,False,Tree-covered area (a 'forest' or 'wood')
place,allotments,#9333ea,True,True,False,False,"A separate settlement, which is located outside an officially inhabited locality and has its own addressing"
place,archipelago,#9333ea,True,True,False,False,A named group or chain of closely related islands and islets.
place,borough,#9333ea,True,True,False,False,A part in a larger city grouped into administrative unit.
place,city,#9333ea,True,True,False,False,The largest urban settlement or settlements within the territory.
place,city_block,#9333ea,True,True,False,False,"A named city block, usually surrounded by streets."
place,continent,#9333ea,True,True,False,False,"One of the seven continents: Africa, Antarctica, Asia, Europe, North America, Oceania, South America."
place,country,#9333ea,True,True,False,False,A nation state or other high-level national political/administrative area.
place,county,#9333ea,True,True,False,False,A county - a geographical region of a country.
place,district,#9333ea,True,True,False,False,"A district – a type of administrative division that, in some countries, is managed by local government."
place,farm,#9333ea,True,True,False,False,An individually named farm.
place,hamlet,#9333ea,True,True,False,False,"A smaller rural community, typically with fewer than 100-200 inhabitants, and little infrastructure."
place,island,#9333ea,True,True,False,False,Any piece of land that is completely surrounded by water and isolated from other significant landmasses (bigger than 1 km²).
place,islet,#9333ea,True,True,False,False,A very small island (smaller than 1 km²).
place,isolated_dwelling,#9333ea,True,True,False,False,The smallest kind of settlement (1-2 households).
place,locality,#9333ea,True,True,False,False,A named place that has no population.
place,municipality,#9333ea,True,True,False,False,A municipality - single urban administrative division having corporate status.
place,neighbourhood,#9333ea,True,True,False,False,"A neighbourhood is a smaller named, geographically localised place within a suburb of a larger city or within a town or village"
place,ocean,#9333ea,True,True,False,False,The world's five main major oceanic divisions.
place,plot,#9333ea,True,True,False,False,A named plot is a tract or parcel of land owned or meant to be owned by some owner.
place,polder,#9333ea,True,True,False,False,A land area that forms an artificial hydrological entity enclosed by embankments and usually is under sea level.
place,province,#9333ea,True,True,False,False,A subdivision of a country similar to a state.
place,quarter,#9333ea,True,True,False,False,"A quarter is a named, geographically localised place within a suburb of a larger city or within a town, which is bigger than a neighbourhood."
place,region,#9333ea,True,True,False,False,Used both as a broad tag for geographic or historical areas with no clear boundary and for distinct administration areas (with specific boundaries) in some countries.
place,sea,#9333ea,True,True,False,False,"A large body of salt water part of, or connected to, an ocean."
place,square,#9333ea,True,True,False,False,"A town or village square: a (typically) paved open space, generally of architectural significance, which is surrounded by buildings in a built-up area such as a city, town or village."
place,state,#9333ea,True,True,False,False,A large sub-national political/administrative area.
place,subdistrict,#9333ea,True,True,False,False,A subdistrict - a subdivision of a district used for administrative or other purposes.
place,suburb,#9333ea,True,True,False,False,A part of a town or city with a well-known name and often a distinct identity.
place,town,#9333ea,True,True,False,False,"An important urban centre, between a village and a city in size."
place,village,#9333ea,True,True,False,False,"A smaller distinct settlement, smaller than a town with few facilities available with people traveling to nearby towns to access these."
power,cable,#1e293b,True,True,False,False,"An insulated cable carrying electrical power, such as transmission or distribution cables located underground and undersea cables"
power,catenary_mast,#1e293b,False,False,False,False,A pole supporting the overhead wires used to supply electricity to vehicles equipped with a pantograph such as trams and trains.
power,compensator,#1e293b,False,False,False,False,A static power device used to ensure power quality and electrical network resilience.
power,connection,#1e293b,False,False,False,False,"A free-standing electrical connection between two or more power lines or cables, not on power tower/pole/portal etc."
power,converter,#1e293b,False,False,False,False,"A device to convert power between alternating and direct current electrical power: often, but not only, over high voltage networks"
power,generator,#1e293b,False,False,False,False,"A device which converts one form of energy to another, for example, an electrical generator."
power,heliostat,#1e293b,False,False,False,False,A mirror of a heliostat device
power,insulator,#1e293b,False,False,False,False,An electrical insulator which connects a power line to a support structure and prevents grounding.
power,inverter,#1e293b,False,False,False,False,A device to convert power from direct current to alternating current.
power,line,#1e293b,True,True,False,False,"High-voltage power lines used for power transmission, usually supported by towers or pylons"
power,minor_line,#1e293b,True,True,False,False,"Minor power lines forming the distribution grid, usually carried by poles."
power,plant,#1e293b,False,False,False,False,"An industrial facility where power (electricity, useful heat, biogas) is produced by individual power generator units."
power,pole,#1e293b,False,False,False,False,"A single pole supporting power lines, often a wood, steel, or concrete mast designed to carry minor power lines."
power,portal,#1e293b,False,False,False,False,"A supporting structure for power lines, composed of vertical legs with cables between them attached to a horizontal crossarm."
power,substation,#1e293b,False,False,False,False,"A facility which controls the flow of electricity in a power network with transformers, switchgear or compensators."
power,switch,#1e293b,False,False,False,False,A device which allows electrical network operators to power up & down lines and transformers in substations or along the power grid.
power,switchgear,#1e293b,False,False,False,False,"A switchgear, which comprises one or more busbar assemblies and a number of bays each connecting a circuit to the busbar assembly."
power,terminal,#1e293b,False,False,False,False,"A point of connection where an overhead power line ends on a building or wall; for example, when connecting it to an indoor substation."
power,tower,#1e293b,False,False,False,False,A tower or pylon carrying high voltage electricity cables. Often constructed from steel latticework but tubular or solid pylons are also used.
power,transformer,#1e293b,False,False,False,False,A device for stepping up or down electric voltage. Large power transformers are typically located inside substations
public_transport,platform,#1e293b,False,False,False,False,"This is parallel to the rail line for showing where the actual platforms are. It is also to know where you can change platform and enter the station, so use footpaths to connect them. This is really useful for routing too. Use only if the platform is served by public transport."
public_transport,station,#1e293b,False,False,False,False,Railway passenger-only station.
public_transport,stop_area,#1e293b,False,False,False,False,"A relation that contains all elements of a train, subway, monorail, tram, bus, trolleybus, aerialway, or ferry stop."
public_transport,stop_area_group,#1e293b,False,False,False,False,A relation that contains stop areas that make up a public transport interchange.
public_transport,stop_position,#1e293b,False,False,False,False,The position on the railway track where the train (its centre) stops at a platform. This is useful for routing on long platforms where also short trains stop and on long platforms where multiple trains stop behind each other. See alsopublic_transport=stop_area.
railway,abandoned,#1e293b,True,True,False,False,The course of a former railway which has been abandoned and
railway,buffer_stop,#1e293b,False,False,False,False,Stops the train at the end of a track. Seebuffer stop.
railway,disused,#1e293b,True,True,False,False,"A section of railway which is no longer used but where the track and infrastructure remains in place. The track is likely overgrown with endemic vegetation, but could be brought back into useful service with only minor effort."
railway,halt,#1e293b,False,False,False,False,A small station without switches
railway,construction,#1e293b,False,False,False,False,Railway under construction.
railway,crossing,#1e293b,False,False,False,False,A point where pedestrians may cross.
railway,derail,#1e293b,False,False,False,False,A device used to prevent fouling of a rail track by unauthorized movements of trains or unattended rolling stock. SeeDerail (railroad).
railway,funicular,#1e293b,False,False,False,False,"Cable driven inclined railways on a steep slope, with a pair of cars connected by one cable"
railway,level_crossing,#1e293b,False,False,False,False,A point where rails and roads cross.
railway,light_rail,#1e293b,False,False,False,False,"A higher-standard tram system, normally in its own right-of-way. Often it connects towns and thus reaches a considerable length (tens of kilometres)."
railway,miniature,#1e293b,False,False,False,False,"Miniature railwaysare narrower than narrow gauge and carry passengers, frequently at an exact scale of ""standard-sized"" rail (for example ""1/4 scale"").  They can often be found in parks."
railway,monorail,#1e293b,False,False,False,False,A railway with only a single rail. A monorail can run above the rail like in Las Vegas andDisneylandor can suspend below the rail like theWuppertal Schwebebahn(Germany).
railway,narrow_gauge,#1e293b,False,False,False,False,Narrow-gauge passenger or freight train tracks. Narrow gauge railways can have mainline railway service like theRhaetian Railwayin Switzerland or can be a small light industrial railway. Usegauge=*to specify the actual width of rails in mm.
railway,platform,#1e293b,False,False,False,False,"This is parallel to the rail line for showing where the actual platforms are. It is also to know where you can change platform and enter the station, so use footpaths to connect them. This is really useful for routing too. Use in addition topublic_transport=platform."
railway,preserved,#1e293b,False,False,False,False,This is the old tag for historic trains. Userailway:preserved=yesfor historical railway instead.
railway,proposed,#1e293b,False,False,False,False,Railway being proposed but haven't started construction. Please see theproposedpage regarding verifiability on the ground of this value.
railway,rail,#1e293b,False,False,False,False,Full sized passenger or freight train tracks in the standard gauge for the country or state.
railway,railway_crossing,#1e293b,False,False,False,False,Crossing rails with no interconnection.
railway,roundhouse,#1e293b,False,False,False,False,A semicircular building with many stalls for servicing engines.
railway,signal,#1e293b,False,False,False,False,Any kind of railway signal.
railway,station,#1e293b,False,False,False,False,Railwaypassenger and/or cargostation. Use in addition topublic_transport=station.
railway,stop,#1e293b,False,False,False,False,Marks the position where trains stop at a station. It should be added as a node on a railway=rail way.
railway,subway,#1e293b,False,False,False,False,A city passenger rail service running mostly grade separated (seeWikipedia:rapid transit).  Often a significant portion of the line or its system/network is underground.
railway,subway_entrance,#1e293b,False,False,False,False,"The entrance to a subway station, usually going from surface to underground."
railway,switch,#1e293b,False,False,False,False,Full connections between railways (aka 'points').
railway,tram,#1e293b,False,False,False,False,"One or two carriage rail vehicle tracks, usually sharing motor road, sometimes called ""street running"" (Other languages)."
railway,tram_level_crossing,#1e293b,False,False,False,False,A point where trams and roads cross.
railway,tram_stop,#1e293b,False,False,False,False,A tram stop is a place where a passenger can embark / disembark a tram.
railway,traverser,#1e293b,False,False,False,False,These are used for changing trains between railways. Also known as transfer table.
railway,turntable,#1e293b,False,False,False,False,These are used for changing the direction that part of a train is pointing in.
railway,*,#1e293b,False,False,False,False,All commonly used valuesaccording toTaginfo
railway,ventilation_shaft,#1e293b,False,False,False,False,A structure that allows ventilation in underground tunnels
railway,wash,#1e293b,False,False,False,False,A railroad carriage/car wash
railway,water_crane,#1e293b,False,False,False,False,A structure to deliver water to steam locomotives
railway,workshop,#1e293b,False,False,False,False,"Repair shop' for (rail) rolling stock' is a place where maintenance or overhaul of these vehicles (rail vehicles, metro, tram, light rail, monorail) is carried out.  It should be added as a area on a building=yes."
telecom,cable_landing_station,#1e293b,False,False,False,False,A facility where submarine telecommunications cables terminate on land.
telecom,connection_point,#1e293b,False,False,False,False,Last point of telecom local loops allowing direct connections towards a few households and subscribers
telecom,data_center,#1e293b,False,False,False,False,A building used to house computers and network equipment.
telecom,distribution_point,#1e293b,False,False,False,False,"Equipment, often small boxes, allowing to directly connect up to 15 individuals or households to a single upstream local loop cable towards telecom exchanges"
telecom,exchange,#1e293b,False,False,False,False,A place to connect landlines subscribers to telecommunication service equipments
telecom,line,#1e293b,True,True,False,False,A telecommunication line.
telecom,service_device,#1e293b,False,False,False,False,"Active equipment which deliver service to connected customers. It can be for instance a DSLAM, a telephone switch, or more recently an OLT for optical networks. It excludes amplifiers or repeaters installed along local loops or long distance lines."
tourism,alpine_hut,#d97706,False,False,False,False,A remote building located in the mountains intended to provide board and lodging.
tourism,apartment,#d97706,False,False,False,False,A furnished apartment or flat with cooking and bathroom facilities that can be rented for holiday vacations.
tourism,aquarium,#d97706,False,False,False,False,A facility with living aquatic animals for public viewing.
tourism,artwork,#d97706,False,False,False,False,A public piece of art.
tourism,attraction,#d97706,False,False,False,False,"An object of interest for a tourist, or a purpose-built tourist attraction"
tourism,camp_pitch,#d97706,True,True,False,False,A tent or caravan pitch location within a campsite or caravan site.
tourism,camp_site,#d97706,True,True,False,False,"An area where people can camp overnight using tents, camper vans, or caravans."
tourism,caravan_site,#d97706,True,True,False,False,A place where you can stay in a caravan overnight or for longer periods.
tourism,chalet,#d97706,False,False,False,False,A holiday cottage with self-contained cooking and bathroom facilities.
tourism,gallery,#d97706,False,False,False,False,An area or building that displays a variety of visual art exhibitions.
tourism,guest_house,#d97706,False,False,False,False,"Accommodation smaller than a hotel and typically owner-operated, such as bed&breakfasts etc."
tourism,hostel,#d97706,False,False,False,False,Cheap accommodation with shared bedrooms.
tourism,hotel,#d97706,False,False,False,False,Hotel – an establishment that provides paid lodging.
tourism,information,#d97706,False,False,False,False,"Information for tourists and visitors, including information offices"
tourism,motel,#d97706,False,False,False,False,"Short term accommodation, particularly for people travelling by car."
tourism,museum,#d97706,False,False,False,False,"A museum: an institution with exhibitions on scientific, historical, cultural topics"
tourism,picnic_site,#d97706,True,True,False,False,"A locality that is suitable for outdoors eating, with facilities to aid a picnic such as tables and benches."
tourism,theme_park,#d97706,False,False,False,False,"An amusement park where entertainment is provided by rides, games, concessions."
